Trip_ID,Customer_ID,Driver_ID,Request_Time,Pickup_Time,Drop_Time,Pickup_Location,Drop_Location,Distance_km,Fare,Trip_Status
100514,1784,476,2024-01-22 10:00:00,2024-01-22 10:16:00,2024-01-22 11:14:00,Banani,Mirpur,6.43,197.96413195812295,Cancelled
100515,4175,419,2024-01-22 11:00:00,2024-01-22 11:17:00,2024-01-22 12:01:00,Mirpur,Dhanmondi,3.6,102.38590829003765,Completed
100516,4464,225,2024-01-22 12:00:00,2024-01-22 12:18:00,2024-01-22 12:48:00,Mirpur,Uttara,12.09,418.5453803900488,Completed
100517,4882,720,2024-01-22 13:00:00,2024-01-22 13:03:00,2024-01-22 13:23:00,Gulshan,Gulshan,6.82,206.8710413567344,Cancelled
100518,1245,209,2024-01-22 14:00:00,2024-01-22 14:19:00,2024-01-22 14:51:00,Mirpur,Uttara,2.31,77.21288484311913,Completed
100519,4247,577,2024-01-22 15:00:00,2024-01-22 15:13:00,2024-01-22 15:18:00,Uttara,Dhanmondi,7.78,237.21751363106694,Cancelled
100520,4110,783,2024-01-22 16:00:00,2024-01-22 16:20:00,2024-01-22 17:00:00,Mirpur,Gulshan,2.27,70.43069383581549,CANCELLED
100521,2500,351,2024-01-22 17:00:00,2024-01-22 17:24:00,2024-01-22 17:38:00,Uttara,Gulshan,2.81,68.44082036829569,Completed
100522,2705,248,2024-01-22 18:00:00,2024-01-22 18:19:00,2024-01-22 19:06:00,Mirpur,Banani,4.35,106.80198504540166,Completed
100523,3806,353,2024-01-22 19:00:00,2024-01-22 19:18:00,2024-01-22 19:39:00,Mirpur,Dhanmondi,13.03,413.6343497596349,Cancelled
100524,1537,492,2024-01-22 20:00:00,2024-01-22 20:07:00,2024-01-22 20:34:00,Mirpur,Dhanmondi,13.94,340.841285065426,CANCELLED
100525,2890,779,2024-01-22 21:00:00,2024-01-22 21:16:00,2024-01-22 21:27:00,Dhanmondi,Banani,12.57,357.5102968496288,Completed
100526,2841,249,2024-01-22 22:00:00,2024-01-22 22:04:00,2024-01-22 22:52:00,Dhanmondi,Uttara,5.68,134.844816889251,Completed
100527,1920,730,2024-01-22 23:00:00,2024-01-22 23:07:00,2024-01-23 00:04:00,Mirpur,Banani,4.81,155.14535092537434,Completed
100528,3455,259,2024-01-23 00:00:00,2024-01-23 00:04:00,2024-01-23 00:15:00,Uttara,Dhanmondi,8.69,188.2038511325294,Completed
100529,1524,366,2024-01-23 01:00:00,2024-01-23 01:02:00,2024-01-23 01:50:00,Gulshan,Uttara,11.11,360.42728251628137,Cancelled
100530,3875,401,2024-01-23 02:00:00,2024-01-23 02:14:00,2024-01-23 02:33:00,Banani,Gulshan,14.91,433.00051988352516,CANCELLED
100531,2529,345,2024-01-23 03:00:00,,2024-01-23 04:00:00,Dhanmondi,Banani,2.84,64.7623461836335,Completed
100532,3950,638,2024-01-23 04:00:00,2024-01-23 04:15:00,2024-01-23 05:05:00,Mirpur,Uttara,1.69,47.540597022580094,Cancelled
100533,4896,441,2024-01-23 05:00:00,2024-01-23 05:14:00,2024-01-23 06:03:00,Banani,Uttara,10.72,259.82581296505236,Completed
100534,1035,780,2024-01-23 06:00:00,2024-01-23 06:05:00,2024-01-23 06:13:00,Dhanmondi,Uttara,12.65,314.37792676511174,Completed
100535,1684,760,2024-01-23 07:00:00,2024-01-23 07:08:00,2024-01-23 07:26:00,Gulshan,Banani,12.85,324.7570300177987,Completed
100536,1019,682,2024-01-23 08:00:00,2024-01-23 08:23:00,2024-01-23 08:41:00,Uttara,Gulshan,10.5,219.97278139814057,Completed
100537,3368,307,2024-01-23 09:00:00,2024-01-23 09:11:00,2024-01-23 09:31:00,Mirpur,Uttara,14.36,499.5761468200653,Completed
100538,4847,425,2024-01-23 10:00:00,2024-01-23 10:08:00,2024-01-23 10:19:00,Gulshan,Banani,8.15,166.85510828904214,Completed
100539,3559,631,2024-01-23 11:00:00,2024-01-23 11:22:00,2024-01-23 11:58:00,Dhanmondi,Dhanmondi,13.79,412.837478218168,Cancelled
100540,1399,618,2024-01-23 12:00:00,2024-01-23 12:16:00,2024-01-23 12:39:00,Mirpur,Banani,14.55,372.02043412305926,completed
100541,3701,654,2024-01-23 13:00:00,2024-01-23 13:16:00,2024-01-23 13:22:00,Banani,Banani,12.86,381.8153851236182,Completed
100542,1971,359,2024-01-23 14:00:00,2024-01-23 14:05:00,2024-01-23 14:19:00,Uttara,Banani,5.34,135.33548507231546,Completed
100543,2906,722,2024-01-23 15:00:00,2024-01-23 15:24:00,2024-01-23 16:18:00,Dhanmondi,Uttara,3.75,112.89847385206082,Completed
100544,3518,789,2024-01-23 16:00:00,2024-01-23 16:24:00,2024-01-23 16:45:00,Uttara,Banani,8.67,268.2370780063603,CANCELLED
100545,2166,276,2024-01-23 17:00:00,2024-01-23 17:07:00,2024-01-23 17:48:00,Mirpur,Dhanmondi,7.34,222.82984570800087,Completed
100546,2115,708,2024-01-23 18:00:00,2024-01-23 18:21:00,2024-01-23 18:37:00,Gulshan,Uttara,13.29,288.5183209837476,Completed
100547,4425,640,2024-01-23 19:00:00,2024-01-23 19:06:00,2024-01-23 19:16:00,Uttara,Dhanmondi,2.4,71.64815644756864,Completed
100548,1833,453,2024-01-23 20:00:00,2024-01-23 20:21:00,2024-01-23 20:47:00,Banani,Mirpur,4.61,111.56113904475083,Completed
100549,2823,519,2024-01-23 21:00:00,2024-01-23 21:13:00,2024-01-23 21:49:00,Dhanmondi,Banani,11.53,235.5811970399662,Completed
100550,3774,462,2024-01-23 22:00:00,2024-01-23 22:02:00,2024-01-23 22:47:00,Banani,Uttara,2.33,61.09833198251894,completed
100551,2982,796,2024-01-23 23:00:00,2024-01-23 23:09:00,2024-01-23 23:33:00,Uttara,Uttara,5.49,145.50227451589302,completed
100552,1853,753,2024-01-24 00:00:00,2024-01-24 00:02:00,2024-01-24 00:07:00,Gulshan,Banani,6.42,173.3888690418406,Completed
100553,1050,573,2024-01-24 01:00:00,,2024-01-24 02:04:00,Gulshan,Gulshan,9.72,297.16336331396644,Completed
100554,4736,366,2024-01-24 02:00:00,2024-01-24 02:23:00,2024-01-24 03:14:00,Banani,Gulshan,3.21,79.07082941020941,Completed
100555,4769,658,2024-01-24 03:00:00,2024-01-24 03:07:00,2024-01-24 04:04:00,Mirpur,Dhanmondi,13.05,322.71616044009284,CANCELLED
100556,1574,479,2024-01-24 04:00:00,2024-01-24 04:22:00,2024-01-24 04:32:00,Mirpur,Banani,7.27,152.00322354310947,Completed
100557,4261,501,2024-01-24 05:00:00,2024-01-24 05:04:00,2024-01-24 05:27:00,Gulshan,Banani,13.84,419.3840844400006,Completed
100558,2148,730,2024-01-24 06:00:00,,2024-01-24 06:38:00,Banani,Mirpur,7.55,215.3063048510029,Completed
100559,3197,779,2024-01-24 07:00:00,2024-01-24 07:06:00,2024-01-24 07:16:00,Banani,Gulshan,4.85,122.42067694847307,Completed
100560,3361,417,2024-01-24 08:00:00,2024-01-24 08:15:00,2024-01-24 09:04:00,Banani,Gulshan,2.99,91.42772570444338,Completed
100561,3617,301,2024-01-24 09:00:00,2024-01-24 09:19:00,2024-01-24 09:56:00,Uttara,Banani,1.05,29.463384550323315,Completed
100562,4413,753,2024-01-24 10:00:00,2024-01-24 10:17:00,2024-01-24 10:44:00,Mirpur,Dhanmondi,8.45,228.47679688909088,Completed
100563,3352,487,2024-01-24 11:00:00,,2024-01-24 11:34:00,Mirpur,Banani,2.5,69.17467038729225,Completed
100564,2715,366,2024-01-24 12:00:00,,2024-01-24 12:45:00,Uttara,Dhanmondi,6.48,191.4530377759579,Completed
100565,1681,235,2024-01-24 13:00:00,2024-01-24 13:09:00,2024-01-24 13:26:00,Dhanmondi,Gulshan,9.25,276.5753613847257,Completed
100566,1837,552,2024-01-24 14:00:00,2024-01-24 14:08:00,2024-01-24 14:19:00,Uttara,Mirpur,4.86,118.26502501535829,Completed
100567,4854,272,2024-01-24 15:00:00,2024-01-24 15:09:00,2024-01-24 15:28:00,Banani,Uttara,3.45,76.28346905549219,Completed
100568,2077,552,2024-01-24 16:00:00,2024-01-24 16:14:00,2024-01-24 17:02:00,Uttara,Gulshan,11.85,264.8417257066147,Completed
100569,4050,269,2024-01-24 17:00:00,2024-01-24 17:07:00,2024-01-24 17:38:00,Banani,Dhanmondi,14.26,421.965710494652,CANCELLED
100570,3491,624,2024-01-24 18:00:00,2024-01-24 18:19:00,2024-01-24 18:49:00,Gulshan,Banani,2.41,79.75436928048161,Completed
100571,3660,760,2024-01-24 19:00:00,2024-01-24 19:03:00,2024-01-24 19:40:00,Banani,Gulshan,3.18,83.13297247708283,Completed
100572,4040,716,2024-01-24 20:00:00,2024-01-24 20:09:00,2024-01-24 20:28:00,Mirpur,Mirpur,14.44,325.51806672736154,Completed
100573,3311,627,2024-01-24 21:00:00,2024-01-24 21:12:00,2024-01-24 21:52:00,Uttara,Dhanmondi,1.53,47.964027335843966,Completed
100574,4124,738,2024-01-24 22:00:00,2024-01-24 22:02:00,2024-01-24 22:51:00,Banani,Banani,14.69,477.2390556883255,Completed
100575,2595,359,2024-01-24 23:00:00,2024-01-24 23:23:00,2024-01-25 00:22:00,Dhanmondi,Uttara,1.07,35.53334821209152,Cancelled
100576,4051,348,2024-01-25 00:00:00,2024-01-25 00:07:00,2024-01-25 00:38:00,Gulshan,Dhanmondi,13.23,385.0256970679304,Completed
100577,4691,429,2024-01-25 01:00:00,2024-01-25 01:17:00,2024-01-25 01:26:00,Dhanmondi,Banani,5.3,174.4279204713527,Completed
100578,1004,761,2024-01-25 02:00:00,2024-01-25 02:21:00,2024-01-25 02:27:00,Dhanmondi,Uttara,14.14,286.0695126869073,completed
100579,2126,266,2024-01-25 03:00:00,,2024-01-25 04:12:00,Dhanmondi,Banani,5.44,117.55044142439313,CANCELLED
100580,2219,580,2024-01-25 04:00:00,2024-01-25 04:12:00,2024-01-25 04:49:00,Gulshan,Uttara,10.16,217.30859261873985,CANCELLED
100581,1773,257,2024-01-25 05:00:00,2024-01-25 05:11:00,2024-01-25 05:31:00,Gulshan,Uttara,2.12,65.06082895930051,Cancelled
100582,1876,458,2024-01-25 06:00:00,2024-01-25 06:04:00,2024-01-25 06:31:00,Gulshan,Uttara,4.39,92.38196044634466,CANCELLED
100583,1991,541,2024-01-25 07:00:00,2024-01-25 07:14:00,2024-01-25 07:56:00,Gulshan,Banani,11.83,324.67985789414615,Completed
100584,3931,329,2024-01-25 08:00:00,,2024-01-25 09:03:00,Dhanmondi,Uttara,8.4,227.5610692281724,Completed
100585,4421,371,2024-01-25 09:00:00,2024-01-25 09:16:00,2024-01-25 09:36:00,Mirpur,Dhanmondi,13.99,345.0011344186969,Completed
100586,1046,408,2024-01-25 10:00:00,,2024-01-25 10:35:00,Mirpur,Mirpur,7.0,231.39254284392052,Cancelled
100587,3914,553,2024-01-25 11:00:00,2024-01-25 11:14:00,2024-01-25 11:47:00,Gulshan,Mirpur,13.18,297.2946440116752,CANCELLED
100588,3870,670,2024-01-25 12:00:00,2024-01-25 12:18:00,2024-01-25 12:48:00,Uttara,Uttara,7.29,184.34180547405688,Completed
100589,3983,315,2024-01-25 13:00:00,2024-01-25 13:04:00,2024-01-25 13:43:00,Banani,Mirpur,14.71,465.0209414800593,Completed
100590,4891,463,2024-01-25 14:00:00,2024-01-25 14:21:00,2024-01-25 14:40:00,Uttara,Mirpur,14.44,295.38947329758537,Cancelled
100591,3703,641,2024-01-25 15:00:00,2024-01-25 15:12:00,2024-01-25 15:19:00,Uttara,Uttara,5.61,168.82877618073195,CANCELLED
100592,1268,747,2024-01-25 16:00:00,2024-01-25 16:22:00,2024-01-25 16:49:00,Uttara,Uttara,13.4,432.0959429986757,Completed
100593,1369,652,2024-01-25 17:00:00,2024-01-25 17:20:00,2024-01-25 17:53:00,Mirpur,Dhanmondi,12.87,437.3743062877081,CANCELLED
100594,1635,676,2024-01-25 18:00:00,,2024-01-25 19:01:00,Banani,Gulshan,3.95,130.9205759491205,Completed
100595,2129,486,2024-01-25 19:00:00,2024-01-25 19:12:00,2024-01-25 19:49:00,Uttara,Banani,9.74,241.46201946940138,Completed
100596,2693,502,2024-01-25 20:00:00,2024-01-25 20:17:00,2024-01-25 21:02:00,Gulshan,Uttara,2.02,58.166833482085465,Completed
100597,2682,510,2024-01-25 21:00:00,2024-01-25 21:22:00,2024-01-25 22:07:00,Mirpur,Uttara,12.71,268.9360044691363,Completed
100598,1656,407,2024-01-25 22:00:00,2024-01-25 22:04:00,2024-01-25 22:31:00,Gulshan,Mirpur,3.44,82.10609218307725,Completed
100599,1119,645,2024-01-25 23:00:00,2024-01-25 23:23:00,2024-01-25 23:34:00,Gulshan,Dhanmondi,1.99,42.6125380056131,Cancelled
100600,1830,254,2024-01-26 00:00:00,2024-01-26 00:07:00,2024-01-26 00:14:00,Uttara,Mirpur,6.6,163.20354172524242,Cancelled
100601,2810,211,2024-01-26 01:00:00,2024-01-26 01:15:00,2024-01-26 01:51:00,Gulshan,Uttara,9.08,300.8004984730789,Cancelled
100602,4675,599,2024-01-26 02:00:00,2024-01-26 02:19:00,2024-01-26 02:54:00,Banani,Uttara,12.97,326.94130865863366,Completed
100603,2081,714,2024-01-26 03:00:00,2024-01-26 03:18:00,2024-01-26 03:40:00,Gulshan,Mirpur,14.64,416.19282341911327,Completed
100604,2974,741,2024-01-26 04:00:00,2024-01-26 04:05:00,2024-01-26 04:52:00,Uttara,Uttara,7.15,189.48009596032742,Completed
100605,2369,436,2024-01-26 05:00:00,2024-01-26 05:24:00,2024-01-26 05:35:00,Gulshan,Gulshan,1.85,49.734933549289906,Completed
100606,1740,478,2024-01-26 06:00:00,2024-01-26 06:16:00,2024-01-26 07:01:00,Mirpur,Banani,11.49,396.9057431340308,Completed
100607,4545,547,2024-01-26 07:00:00,2024-01-26 07:12:00,2024-01-26 07:17:00,Mirpur,Banani,8.91,217.78104468346461,Completed
100608,1116,303,2024-01-26 08:00:00,2024-01-26 08:04:00,2024-01-26 08:22:00,Mirpur,Banani,7.27,213.8097334015018,Completed
100609,2853,716,2024-01-26 09:00:00,,2024-01-26 10:00:00,Dhanmondi,Gulshan,5.33,140.1840104328768,Cancelled
100610,3838,447,2024-01-26 10:00:00,2024-01-26 10:17:00,2024-01-26 10:53:00,Mirpur,Uttara,8.03,167.9650575071938,Completed
100611,2150,563,2024-01-26 11:00:00,2024-01-26 11:06:00,2024-01-26 11:16:00,Mirpur,Mirpur,5.74,156.93138460284672,CANCELLED
100612,4464,520,2024-01-26 12:00:00,2024-01-26 12:22:00,2024-01-26 13:05:00,Dhanmondi,Dhanmondi,11.6,373.5217392538488,Completed
100613,2931,485,2024-01-26 13:00:00,2024-01-26 13:11:00,2024-01-26 13:25:00,Mirpur,Uttara,8.61,184.95394590524006,CANCELLED
100614,2012,348,2024-01-26 14:00:00,2024-01-26 14:20:00,2024-01-26 14:31:00,Uttara,Gulshan,13.28,279.46269600134474,Completed
100615,2664,283,2024-01-26 15:00:00,2024-01-26 15:05:00,2024-01-26 15:35:00,Mirpur,Gulshan,8.61,192.04151085879036,Completed
100616,2081,605,2024-01-26 16:00:00,,2024-01-26 16:58:00,Mirpur,Banani,4.34,136.5624472514438,Completed
100617,1633,655,2024-01-26 17:00:00,2024-01-26 17:12:00,2024-01-26 17:46:00,Dhanmondi,Uttara,12.92,398.7103054472502,completed
100618,1512,360,2024-01-26 18:00:00,2024-01-26 18:03:00,2024-01-26 18:43:00,Uttara,Banani,8.8,250.5823454956066,Completed
100619,4822,659,2024-01-26 19:00:00,2024-01-26 19:11:00,2024-01-26 19:36:00,Gulshan,Dhanmondi,3.9,105.39124463941899,Completed
100620,3849,749,2024-01-26 20:00:00,2024-01-26 20:12:00,2024-01-26 20:33:00,Banani,Banani,9.73,324.2511526558477,completed
100621,2119,699,2024-01-26 21:00:00,2024-01-26 21:21:00,2024-01-26 21:58:00,Uttara,Dhanmondi,6.01,189.31780881858845,Completed
100622,4709,708,2024-01-26 22:00:00,2024-01-26 22:17:00,2024-01-26 22:31:00,Gulshan,Gulshan,12.82,412.53649492533714,Completed
100623,2141,680,2024-01-26 23:00:00,2024-01-26 23:20:00,2024-01-27 00:15:00,Uttara,Banani,7.35,236.66216872390962,Completed
100624,1559,313,2024-01-27 00:00:00,,2024-01-27 01:15:00,Gulshan,Banani,11.17,331.0872592776183,Completed
100625,4672,777,2024-01-27 01:00:00,2024-01-27 01:12:00,2024-01-27 01:58:00,Gulshan,Mirpur,2.34,62.876313313489696,Completed
100626,1487,560,2024-01-27 02:00:00,2024-01-27 02:15:00,2024-01-27 03:10:00,Uttara,Gulshan,6.54,215.6248875286523,Completed
100627,4308,540,2024-01-27 03:00:00,2024-01-27 03:03:00,2024-01-27 03:19:00,Dhanmondi,Mirpur,14.77,500.5569433700002,Completed
100628,4956,648,2024-01-27 04:00:00,2024-01-27 04:24:00,2024-01-27 04:44:00,Uttara,Dhanmondi,12.32,250.79935679414183,Completed
100629,1896,379,2024-01-27 05:00:00,2024-01-27 05:06:00,2024-01-27 05:51:00,Uttara,Dhanmondi,3.24,67.30556684073983,Cancelled
100630,4343,606,2024-01-27 06:00:00,2024-01-27 06:06:00,2024-01-27 06:42:00,Gulshan,Gulshan,4.89,168.12382082823387,Completed
100631,2212,395,2024-01-27 07:00:00,2024-01-27 07:20:00,2024-01-27 07:39:00,Banani,Dhanmondi,5.62,135.76463974706562,Completed
100632,1703,665,2024-01-27 08:00:00,2024-01-27 08:22:00,2024-01-27 08:53:00,Gulshan,Gulshan,10.11,334.6464755228343,Completed
100633,2470,510,2024-01-27 09:00:00,2024-01-27 09:13:00,2024-01-27 09:45:00,Mirpur,Dhanmondi,11.6,299.65035069928405,Completed
100634,1580,461,2024-01-27 10:00:00,2024-01-27 10:19:00,2024-01-27 10:40:00,Uttara,Uttara,11.49,250.32689492897242,Completed
100635,3837,618,2024-01-27 11:00:00,2024-01-27 11:05:00,2024-01-27 11:55:00,Uttara,Banani,8.14,172.6221147455597,Completed
100636,3908,605,2024-01-27 12:00:00,2024-01-27 12:23:00,2024-01-27 13:17:00,Dhanmondi,Uttara,12.35,275.9930883046546,Completed
100637,3294,342,2024-01-27 13:00:00,2024-01-27 13:18:00,2024-01-27 13:24:00,Gulshan,Gulshan,7.12,169.08859321183456,CANCELLED
100638,4147,541,2024-01-27 14:00:00,,2024-01-27 14:51:00,Dhanmondi,Gulshan,2.73,74.60482659346734,Completed
100639,1153,515,2024-01-27 15:00:00,2024-01-27 15:21:00,2024-01-27 16:15:00,Uttara,Uttara,8.9,271.6499697255321,Completed
100640,2679,300,2024-01-27 16:00:00,2024-01-27 16:07:00,2024-01-27 16:18:00,Gulshan,Banani,14.33,498.6263740155152,Completed
100641,4506,443,2024-01-27 17:00:00,2024-01-27 17:15:00,2024-01-27 17:32:00,Gulshan,Banani,12.1,322.13347390698453,Completed
100642,1996,689,2024-01-27 18:00:00,2024-01-27 18:12:00,2024-01-27 18:31:00,Mirpur,Mirpur,9.1,252.7322446298345,completed
100643,4157,211,2024-01-27 19:00:00,2024-01-27 19:12:00,2024-01-27 19:41:00,Mirpur,Dhanmondi,10.06,279.9419893387333,Completed
100644,3744,438,2024-01-27 20:00:00,,2024-01-27 20:46:00,Banani,Mirpur,14.03,394.1239601124361,Completed
100645,4356,760,2024-01-27 21:00:00,2024-01-27 21:24:00,2024-01-27 21:50:00,Mirpur,Banani,7.0,194.36276899596854,Completed
100646,2243,241,2024-01-27 22:00:00,2024-01-27 22:23:00,2024-01-27 22:53:00,Gulshan,Uttara,5.64,113.54234427823823,Completed
100647,2092,793,2024-01-27 23:00:00,2024-01-27 23:19:00,2024-01-27 23:56:00,Mirpur,Dhanmondi,14.68,293.97980582858696,Completed
100648,4118,628,2024-01-28 00:00:00,2024-01-28 00:24:00,2024-01-28 00:39:00,Banani,Uttara,13.09,280.97678156406425,Completed
100649,2008,357,2024-01-28 01:00:00,2024-01-28 01:12:00,2024-01-28 01:26:00,Uttara,Mirpur,5.52,118.808886763936,Completed
100650,3141,415,2024-01-28 02:00:00,2024-01-28 02:22:00,2024-01-28 02:51:00,Mirpur,Gulshan,7.49,228.99516772107137,Completed
100651,2773,661,2024-01-28 03:00:00,2024-01-28 03:13:00,2024-01-28 03:54:00,Gulshan,Uttara,6.81,157.13217272150936,Completed
100652,1957,333,2024-01-28 04:00:00,2024-01-28 04:06:00,2024-01-28 04:58:00,Uttara,Mirpur,3.09,103.26999875542266,Completed
100653,4059,266,2024-01-28 05:00:00,2024-01-28 05:24:00,2024-01-28 06:11:00,Gulshan,Mirpur,14.41,488.91825813807276,Completed
100654,1452,206,2024-01-28 06:00:00,2024-01-28 06:10:00,2024-01-28 07:07:00,Uttara,Mirpur,6.66,230.69174445580026,Completed
100655,2227,725,2024-01-28 07:00:00,2024-01-28 07:10:00,2024-01-28 07:52:00,Gulshan,Gulshan,13.25,451.6424093462952,CANCELLED
100656,3959,272,2024-01-28 08:00:00,,2024-01-28 09:08:00,Mirpur,Gulshan,3.65,87.88588562503922,Completed
100657,3265,598,2024-01-28 09:00:00,2024-01-28 09:11:00,2024-01-28 10:00:00,Mirpur,Gulshan,8.67,239.6964786536918,CANCELLED
100658,3521,604,2024-01-28 10:00:00,2024-01-28 10:23:00,2024-01-28 10:51:00,Banani,Dhanmondi,1.34,30.326644900958517,Completed
100659,3479,777,2024-01-28 11:00:00,2024-01-28 11:20:00,2024-01-28 12:04:00,Uttara,Gulshan,11.7,375.489794482762,Cancelled
100660,3388,329,2024-01-28 12:00:00,2024-01-28 12:02:00,2024-01-28 12:52:00,Banani,Gulshan,9.13,304.27072201948397,Completed
100661,1550,665,2024-01-28 13:00:00,2024-01-28 13:08:00,2024-01-28 13:45:00,Dhanmondi,Gulshan,9.76,319.8286860731561,Completed
100662,2635,405,2024-01-28 14:00:00,2024-01-28 14:05:00,2024-01-28 14:26:00,Mirpur,Uttara,1.72,45.58086727637834,completed
100663,2312,465,2024-01-28 15:00:00,2024-01-28 15:02:00,2024-01-28 15:30:00,Uttara,Gulshan,3.95,123.95142766769177,completed
100664,4325,736,2024-01-28 16:00:00,2024-01-28 16:16:00,2024-01-28 16:57:00,Banani,Dhanmondi,2.04,43.785922589033845,Completed
100665,2757,452,2024-01-28 17:00:00,2024-01-28 17:09:00,2024-01-28 17:15:00,Banani,Mirpur,5.04,103.84250465881534,Completed
100666,1356,488,2024-01-28 18:00:00,2024-01-28 18:13:00,2024-01-28 18:49:00,Dhanmondi,Uttara,9.78,306.0997819790952,Completed
100667,3070,363,2024-01-28 19:00:00,2024-01-28 19:23:00,2024-01-28 19:51:00,Banani,Banani,8.93,235.57633899632717,CANCELLED
100668,2785,294,2024-01-28 20:00:00,2024-01-28 20:23:00,2024-01-28 20:36:00,Gulshan,Gulshan,9.57,334.31109695336517,Completed
100669,3569,309,2024-01-28 21:00:00,2024-01-28 21:19:00,2024-01-28 21:27:00,Mirpur,Mirpur,8.69,186.47708703676864,Completed
100670,2781,535,2024-01-28 22:00:00,2024-01-28 22:16:00,2024-01-28 22:37:00,Banani,Mirpur,4.82,158.26188137499742,Cancelled
100671,4908,437,2024-01-28 23:00:00,2024-01-28 23:18:00,2024-01-28 23:39:00,Banani,Uttara,4.42,120.22287724457215,Cancelled
100672,4171,580,2024-01-29 00:00:00,2024-01-29 00:15:00,2024-01-29 01:12:00,Dhanmondi,Banani,2.92,94.6291785630698,Completed
100673,3849,635,2024-01-29 01:00:00,2024-01-29 01:15:00,2024-01-29 02:09:00,Gulshan,Dhanmondi,12.89,415.7915600075976,Completed
100674,4251,682,2024-01-29 02:00:00,2024-01-29 02:19:00,2024-01-29 03:11:00,Banani,Mirpur,9.63,324.91504459675207,CANCELLED
100675,4294,224,2024-01-29 03:00:00,,2024-01-29 03:55:00,Mirpur,Mirpur,3.61,88.32857811114246,Completed
100676,4977,316,2024-01-29 04:00:00,2024-01-29 04:19:00,2024-01-29 05:03:00,Mirpur,Mirpur,3.48,119.17952625071656,Cancelled
100677,3809,681,2024-01-29 05:00:00,,2024-01-29 05:32:00,Banani,Mirpur,13.22,294.4755582389161,Completed
100678,4730,591,2024-01-29 06:00:00,2024-01-29 06:02:00,2024-01-29 06:27:00,Gulshan,Uttara,11.4,242.0166609684869,Completed
100679,3489,736,2024-01-29 07:00:00,2024-01-29 07:24:00,2024-01-29 07:49:00,Mirpur,Banani,10.23,270.831401140787,Completed
100680,2631,278,2024-01-29 08:00:00,2024-01-29 08:12:00,2024-01-29 08:34:00,Mirpur,Mirpur,6.7,217.2464583485052,Completed
100681,3816,779,2024-01-29 09:00:00,2024-01-29 09:16:00,2024-01-29 10:15:00,Gulshan,Dhanmondi,4.67,126.56315020087287,Cancelled
100682,2015,372,2024-01-29 10:00:00,,2024-01-29 10:46:00,Gulshan,Dhanmondi,14.71,477.1821053971079,Completed
100683,2348,211,2024-01-29 11:00:00,2024-01-29 11:09:00,2024-01-29 11:37:00,Banani,Gulshan,12.16,376.2948733768813,Completed
100684,1515,327,2024-01-29 12:00:00,2024-01-29 12:23:00,2024-01-29 12:37:00,Uttara,Mirpur,5.22,120.79824263467849,Completed
100685,4087,291,2024-01-29 13:00:00,2024-01-29 13:21:00,2024-01-29 14:10:00,Dhanmondi,Mirpur,12.87,440.58159768684146,Completed
100686,3839,742,2024-01-29 14:00:00,2024-01-29 14:07:00,2024-01-29 14:28:00,Uttara,Mirpur,11.63,243.20327486739944,Completed
100687,1335,731,2024-01-29 15:00:00,2024-01-29 15:04:00,2024-01-29 15:26:00,Uttara,Mirpur,5.16,172.72684936388973,Completed
100688,2782,646,2024-01-29 16:00:00,2024-01-29 16:14:00,2024-01-29 17:00:00,Mirpur,Mirpur,6.97,171.2295625919436,Completed
100689,3305,589,2024-01-29 17:00:00,2024-01-29 17:14:00,2024-01-29 18:06:00,Gulshan,Dhanmondi,3.6,99.00799649087756,Cancelled
100690,1496,242,2024-01-29 18:00:00,2024-01-29 18:03:00,2024-01-29 18:27:00,Mirpur,Banani,2.55,67.15495913080309,completed
100691,1895,453,2024-01-29 19:00:00,2024-01-29 19:06:00,2024-01-29 19:47:00,Dhanmondi,Banani,11.12,251.0620040937416,Completed
100692,3207,329,2024-01-29 20:00:00,,2024-01-29 21:07:00,Banani,Gulshan,4.75,120.51796423112063,Completed
100693,4546,259,2024-01-29 21:00:00,2024-01-29 21:07:00,2024-01-29 21:29:00,Dhanmondi,Dhanmondi,12.48,285.71732647401126,Completed
100694,1851,666,2024-01-29 22:00:00,2024-01-29 22:03:00,2024-01-29 22:24:00,Mirpur,Mirpur,14.94,344.49095915070336,Completed
100695,2687,486,2024-01-29 23:00:00,2024-01-29 23:05:00,2024-01-29 23:18:00,Mirpur,Banani,2.07,47.208114758619104,Cancelled
100696,2931,716,2024-01-30 00:00:00,2024-01-30 00:23:00,2024-01-30 00:41:00,Mirpur,Uttara,7.62,208.2946865736157,Completed
100697,3737,666,2024-01-30 01:00:00,2024-01-30 01:12:00,2024-01-30 02:05:00,Mirpur,Uttara,12.23,390.9805093699509,Completed
100698,4746,544,2024-01-30 02:00:00,2024-01-30 02:09:00,2024-01-30 02:42:00,Uttara,Uttara,12.05,343.8413336023443,Completed
100699,3427,581,2024-01-30 03:00:00,,2024-01-30 03:48:00,Banani,Mirpur,11.64,388.7538703609771,Completed
100700,2568,452,2024-01-30 04:00:00,2024-01-30 04:09:00,2024-01-30 04:17:00,Uttara,Mirpur,5.89,174.03870556575356,Completed
100701,1956,255,2024-01-30 05:00:00,,2024-01-30 05:34:00,Mirpur,Gulshan,7.35,222.99974774849463,Completed
100702,3738,662,2024-01-30 06:00:00,2024-01-30 06:23:00,2024-01-30 06:47:00,Gulshan,Gulshan,9.33,280.03163180029406,Completed
