"trip_id","customer_id","driver_id","pickup_location","drop_location","customer_segment","driver_city","vehicle_type","rating","payment_type","discount","final_amount","trip_status","distance_km","fare","pickup_time","drop_time","trip_duration_min","realized_revenue"
"100332","1659","469","Mirpur","Banani","Regular","Dhaka","bike","3.8","wallet","29.82","347.05","completed","11.31","376.87","2024-01-14 20:03:00","2024-01-14 20:21:00","18.0000000000000000","347.05"
"100333","3811","791","Mirpur","Dhanmondi","Regular","Dhaka","car","4.3","cash","23.98","84.97","completed","4.02","108.95","2024-01-14 21:06:00","2024-01-14 21:35:00","29.0000000000000000","84.97"
"100334","4002","560","Dhanmondi","Gulshan","Regular","Dhaka","bike","4.9","wallet","7.09","198.51","completed","6.59","205.60","2024-01-14 22:07:00","2024-01-14 22:41:00","34.0000000000000000","198.51"
"100335","2955","456","Uttara","Gulshan","Premium","Dhaka","bike","4.7","wallet","39.64","220.45","completed","8.11","260.09","2024-01-14 23:13:00","2024-01-14 23:46:00","33.0000000000000000","220.45"
"100336","3450","332","Banani","Uttara","Regular","Dhaka","bike","4.9","card","47.27","335.86","cancelled","12.34","383.13","2024-01-15 00:19:00","2024-01-15 00:43:00","24.0000000000000000","0"
"100337","2369","475","Banani","Dhanmondi","Regular","Dhaka","car","4.5","card","44.47","387.50","completed","12.75","431.97","2024-01-15 01:23:00","2024-01-15 01:48:00","25.0000000000000000","387.50"
"100338","2986","712","Mirpur","Banani","Premium","Dhaka","car","4.9","cash","37.59","329.30","completed","13.74","366.89","2024-01-15 02:23:00","2024-01-15 03:20:00","57.0000000000000000","329.30"
"100339","2534","512","Mirpur","Banani","Regular","Dhaka","car","4.0","cash","0.23","183.48","completed","8.13","183.71","2024-01-15 03:02:00","2024-01-15 03:28:00","26.0000000000000000","183.48"
"100340","1146","775","Dhanmondi","Uttara","Regular","Dhaka","car","4.4","cash","20.39","201.70","completed","10.72","222.09","2024-01-15 04:18:00","2024-01-15 04:57:00","39.0000000000000000","201.70"
"100341","4219","483","Uttara","Uttara","Regular","Dhaka","car","3.6","wallet","20.54","40.36","cancelled","2.57","60.90","2024-01-15 05:00:00","2024-01-15 05:53:00","53.0000000000000000","0"
"100342","3911","320","Dhanmondi","Banani","Regular","Dhaka","bike","4.9","cash","44.72","152.62","cancelled","8.91","197.34","2024-01-15 06:11:00","2024-01-15 06:31:00","20.0000000000000000","0"
"100343","2734","306","Uttara","Banani","Regular","Dhaka","car","3.8","cash","3.28","123.81","completed","4.48","127.09","2024-01-15 07:20:00","2024-01-15 08:14:00","54.0000000000000000","123.81"
"100344","2843","403","Banani","Dhanmondi","Regular","Dhaka","car","3.7","card","26.56","133.77","completed","7.04","160.33","2024-01-15 08:15:00","2024-01-15 09:08:00","53.0000000000000000","133.77"
"100345","1488","364","Dhanmondi","Uttara","Premium","Dhaka","car","4.5","card","6.81","196.56","completed","9.88","203.37","2024-01-15 09:11:00","2024-01-15 09:58:00","47.0000000000000000","196.56"
"100346","3976","504","Mirpur","Dhanmondi","Regular","Dhaka","car","4.6","cash","33.11","61.37","completed","4.60","94.48","2024-01-15 10:16:00","2024-01-15 10:37:00","21.0000000000000000","61.37"
"100347","2959","696","Dhanmondi","Banani","Regular","Dhaka","bike","3.5","cash","39.61","16.57","cancelled","1.73","56.18","2024-01-15 11:20:00","2024-01-15 11:40:00","20.0000000000000000","0"
"100348","2663","755","Dhanmondi","Mirpur","Regular","Dhaka","bike","4.2","wallet","32.10","0.81","completed","1.14","32.91","2024-01-15 12:05:00","2024-01-15 13:04:00","59.0000000000000000","0.81"
"100349","3598","355","Banani","Mirpur","Regular","Dhaka","bike","4.1","wallet","39.73","-6.49","completed","1.31","33.24","2024-01-15 13:03:00","2024-01-15 13:09:00","6.0000000000000000","-6.49"
"100350","3385","566","Mirpur","Banani","Regular","Dhaka","car","4.5","card","30.37","7.05","completed","1.12","37.42","2024-01-15 14:10:00","2024-01-15 14:18:00","8.0000000000000000","7.05"
"100351","3919","450","Mirpur","Uttara","Regular","Dhaka","car","3.8","cash","9.49","43.98","completed","2.54","53.47","2024-01-15 15:11:00","2024-01-15 15:36:00","25.0000000000000000","43.98"
"100352","1640","533","Gulshan","Mirpur","Regular","Dhaka","car","4.0","cash","19.13","131.84","completed","4.35","150.97","2024-01-15 16:12:00","2024-01-15 16:55:00","43.0000000000000000","131.84"
"100353","2802","710","Gulshan","Uttara","Regular","Dhaka","bike","5.0","cash","47.84","72.06","cancelled","4.10","119.90","2024-01-15 17:15:00","2024-01-15 17:53:00","38.0000000000000000","0"
"100354","3520","492","Gulshan","Mirpur","Premium","Dhaka","bike","4.3","cash","14.41","322.77","completed","14.82","337.18","2024-01-15 18:00:00","2024-01-15 18:42:00","42.0000000000000000","322.77"
"100355","2969","219","Banani","Uttara","Regular","Dhaka","car","4.3","cash","3.14","156.24","completed","5.28","159.38","2024-01-15 19:24:00","2024-01-15 19:34:00","10.0000000000000000","156.24"
"100356","3198","481","Dhanmondi","Mirpur","Regular","Dhaka","car","3.9","wallet","19.24","68.19","completed","2.78","87.43","2024-01-15 20:00:00","2024-01-15 20:37:00","37.0000000000000000","68.19"
"100357","2438","200","Mirpur","Uttara","Regular","Dhaka","bike","3.5","wallet","18.32","210.12","completed","8.64","228.44","2024-01-15 21:23:00","2024-01-15 22:06:00","43.0000000000000000","210.12"
"100358","4369","318","Mirpur","Dhanmondi","Regular","Dhaka","bike","3.9","cash","23.52","404.83","completed","13.01","428.35","2024-01-15 22:20:00","2024-01-15 22:49:00","29.0000000000000000","404.83"
"100359","2634","234","Dhanmondi","Uttara","Premium","Dhaka","bike","4.2","wallet","28.02","205.50","completed","10.49","233.52","2024-01-15 23:23:00","2024-01-15 23:32:00","9.0000000000000000","205.50"
"100360","1262","397","Mirpur","Dhanmondi","Regular","Dhaka","car","3.6","wallet","49.62","74.92","completed","5.15","124.54","2024-01-16 00:16:00","2024-01-16 00:25:00","9.0000000000000000","74.92"
"100361","2787","684","Dhanmondi","Dhanmondi","Regular","Dhaka","bike","3.5","cash","37.81","151.82","completed","8.86","189.63","2024-01-16 01:09:00","2024-01-16 01:33:00","24.0000000000000000","151.82"
"100362","3191","258","Banani","Banani","Regular","Dhaka","bike","3.5","wallet","1.79","253.24","cancelled","11.01","255.03","2024-01-16 02:12:00","2024-01-16 02:32:00","20.0000000000000000","0"
"100363","3393","360","Banani","Dhanmondi","Premium","Dhaka","bike","5.0","cash","35.64","228.23","completed","11.19","263.87","2024-01-16 03:10:00","2024-01-16 04:05:00","55.0000000000000000","228.23"
"100364","1623","405","Banani","Gulshan","Regular","Dhaka","car","4.1","wallet","41.21","307.58","completed","10.33","348.79","2024-01-16 04:16:00","2024-01-16 05:01:00","45.0000000000000000","307.58"
"100365","2016","211","Dhanmondi","Dhanmondi","Premium","Dhaka","bike","3.7","cash","44.78","234.47","cancelled","13.19","279.25","2024-01-16 05:02:00","2024-01-16 05:43:00","41.0000000000000000","0"
"100366","4643","689","Dhanmondi","Uttara","Regular","Dhaka","car","3.8","cash","21.20","326.90","completed","13.18","348.10","2024-01-16 06:02:00","2024-01-16 06:46:00","44.0000000000000000","326.90"
"100367","1880","475","Uttara","Dhanmondi","Premium","Dhaka","car","4.5","wallet","15.68","239.27","completed","9.11","254.95","2024-01-16 07:00:00","2024-01-16 07:33:00","33.0000000000000000","239.27"
"100368","3049","441","Mirpur","Uttara","Regular","Dhaka","bike","3.6","wallet","41.97","193.06","completed","7.02","235.03","2024-01-16 08:00:00","2024-01-16 08:13:00","13.0000000000000000","193.06"
"100369","3944","415","Mirpur","Uttara","Regular","Dhaka","bike","4.6","card","38.88","310.08","completed","9.98","348.96","2024-01-16 09:11:00","2024-01-16 09:57:00","46.0000000000000000","310.08"
"100370","2327","450","Uttara","Gulshan","Regular","Dhaka","car","3.8","cash","26.80","362.90","completed","12.45","389.70","2024-01-16 10:09:00","2024-01-16 10:15:00","6.0000000000000000","362.90"
"100371","3301","325","Uttara","Dhanmondi","Regular","Dhaka","bike","4.8","cash","5.89","31.44","cancelled","1.08","37.33","2024-01-16 11:16:00","2024-01-16 11:29:00","13.0000000000000000","0"
"100372","4723","416","Banani","Dhanmondi","Regular","Dhaka","car","4.7","cash","32.59","441.01","completed","14.89","473.60","2024-01-16 12:11:00","2024-01-16 12:58:00","47.0000000000000000","441.01"
"100373","1452","505","Uttara","Mirpur","Regular","Dhaka","bike","4.3","cash","3.28","119.36","completed","3.56","122.64","2024-01-16 13:02:00","2024-01-16 13:42:00","40.0000000000000000","119.36"
"100374","4108","384","Dhanmondi","Mirpur","Regular","Dhaka","car","3.9","wallet","5.02","227.00","cancelled","7.58","232.02","2024-01-16 14:19:00","2024-01-16 14:45:00","26.0000000000000000","0"
"100375","2183","238","Gulshan","Banani","Regular","Dhaka","car","4.1","wallet","16.56","263.45","completed","13.21","280.01","2024-01-16 15:03:00","2024-01-16 15:29:00","26.0000000000000000","263.45"
"100376","4062","422","Dhanmondi","Uttara","Premium","Dhaka","car","3.8","card","18.56","89.46","completed","4.15","108.02","2024-01-16 16:20:00","2024-01-16 16:46:00","26.0000000000000000","89.46"
"100377","3056","383","Uttara","Gulshan","Regular","Dhaka","bike","4.1","cash","23.10","204.99","completed","7.68","228.09","2024-01-16 17:14:00","2024-01-16 17:52:00","38.0000000000000000","204.99"
"100378","4304","694","Mirpur","Mirpur","Regular","Dhaka","car","4.0","card","16.96","55.29","completed","2.86","72.25","2024-01-16 18:23:00","2024-01-16 19:22:00","59.0000000000000000","55.29"
"100379","4170","626","Dhanmondi","Dhanmondi","Premium","Dhaka","bike","4.5","card","1.69","155.69","completed","6.53","157.38","2024-01-16 19:02:00","2024-01-16 19:35:00","33.0000000000000000","155.69"
"100380","2682","377","Mirpur","Banani","Regular","Dhaka","bike","4.0","card","7.87","91.87","completed","3.48","99.74","2024-01-16 20:03:00","2024-01-16 20:45:00","42.0000000000000000","91.87"
"100381","3863","627","Dhanmondi","Gulshan","Premium","Dhaka","bike","4.7","card","5.76","201.32","completed","6.09","207.08","2024-01-16 21:17:00","2024-01-16 22:07:00","50.0000000000000000","201.32"
"100382","3255","493","Mirpur","Dhanmondi","Premium","Dhaka","bike","4.7","card","21.56","106.31","completed","6.23","127.87","2024-01-16 22:16:00","2024-01-16 22:53:00","37.0000000000000000","106.31"
"100383","2154","350","Dhanmondi","Dhanmondi","Premium","Dhaka","bike","4.6","wallet","10.61","459.31","completed","14.90","469.92","2024-01-16 23:14:00","2024-01-16 23:36:00","22.0000000000000000","459.31"
"100384","1403","583","Mirpur","Uttara","Premium","Dhaka","bike","3.6","wallet","14.68","445.77","completed","14.93","460.45","2024-01-17 00:17:00","2024-01-17 00:28:00","11.0000000000000000","445.77"
"100385","3199","507","Gulshan","Uttara","Regular","Dhaka","car","3.9","card","23.58","66.36","completed","2.61","89.94","2024-01-17 01:18:00","2024-01-17 01:23:00","5.0000000000000000","66.36"
"100386","3101","535","Banani","Mirpur","Premium","Dhaka","bike","3.7","wallet","11.78","367.22","cancelled","11.16","379.00","2024-01-17 02:00:00","2024-01-17 02:59:00","59.0000000000000000","0"
"100387","4191","574","Dhanmondi","Mirpur","Regular","Dhaka","car","4.0","wallet","12.30","41.77","completed","1.72","54.07","2024-01-17 03:00:00","2024-01-17 03:13:00","13.0000000000000000","41.77"
"100388","2696","207","Gulshan","Dhanmondi","Regular","Dhaka","car","3.8","card","41.66","-2.18","cancelled","1.42","39.48","2024-01-17 04:18:00","2024-01-17 04:46:00","28.0000000000000000","0"
"100389","4991","540","Banani","Dhanmondi","Premium","Dhaka","bike","3.7","wallet","27.40","29.57","cancelled","2.47","56.97","2024-01-17 05:00:00","2024-01-17 05:16:00","16.0000000000000000","0"
"100390","1627","328","Dhanmondi","Mirpur","Premium","Dhaka","car","4.4","wallet","42.84","366.31","cancelled","14.52","409.15","2024-01-17 06:14:00","2024-01-17 06:22:00","8.0000000000000000","0"
"100391","1586","551","Gulshan","Mirpur","Regular","Dhaka","bike","4.8","cash","25.73","420.35","completed","14.17","446.08","2024-01-17 07:06:00","2024-01-17 07:28:00","22.0000000000000000","420.35"
"100392","2648","557","Gulshan","Dhanmondi","Premium","Dhaka","bike","4.1","card","45.46","78.58","completed","3.71","124.04","2024-01-17 08:18:00","2024-01-17 08:49:00","31.0000000000000000","78.58"
"100393","2443","716","Gulshan","Gulshan","Regular","Dhaka","car","4.9","cash","12.74","91.08","completed","3.26","103.82","2024-01-17 09:04:00","2024-01-17 09:51:00","47.0000000000000000","91.08"
"100394","2445","694","Uttara","Dhanmondi","Premium","Dhaka","car","4.0","cash","30.83","69.37","completed","4.37","100.20","2024-01-17 10:08:00","2024-01-17 10:44:00","36.0000000000000000","69.37"
"100395","1103","285","Mirpur","Gulshan","Premium","Dhaka","bike","4.6","card","25.16","213.18","completed","8.22","238.34","2024-01-17 11:18:00","2024-01-17 11:55:00","37.0000000000000000","213.18"
"100396","4923","374","Banani","Gulshan","Regular","Dhaka","car","4.1","cash","45.93","178.41","cancelled","8.98","224.34","2024-01-17 12:08:00","2024-01-17 12:40:00","32.0000000000000000","0"
"100397","1253","392","Mirpur","Dhanmondi","Regular","Dhaka","bike","4.3","cash","20.92","61.65","completed","4.10","82.57","2024-01-17 13:22:00","2024-01-17 14:08:00","46.0000000000000000","61.65"
"100398","4298","510","Mirpur","Banani","Premium","Dhaka","bike","4.4","wallet","42.74","223.87","completed","11.59","266.61","2024-01-17 14:02:00","2024-01-17 14:47:00","45.0000000000000000","223.87"
"100399","4183","318","Mirpur","Mirpur","Premium","Dhaka","bike","3.9","cash","28.20","87.45","completed","5.33","115.65","2024-01-17 15:18:00","2024-01-17 16:17:00","59.0000000000000000","87.45"
"100400","3557","417","Gulshan","Uttara","Regular","Dhaka","bike","4.8","card","35.43","418.60","completed","13.91","454.03","2024-01-17 16:18:00","2024-01-17 16:58:00","40.0000000000000000","418.60"
"100401","2496","626","Mirpur","Dhanmondi","Regular","Dhaka","bike","4.5","wallet","44.34","198.97","cancelled","10.19","243.31","2024-01-17 17:12:00","2024-01-17 17:22:00","10.0000000000000000","0"
"100402","1098","613","Uttara","Gulshan","Regular","Dhaka","bike","3.6","wallet","49.85","122.71","completed","7.11","172.56","2024-01-17 18:00:00","2024-01-17 18:24:00","24.0000000000000000","122.71"
"100403","3200","313","Dhanmondi","Dhanmondi","Regular","Dhaka","car","4.3","wallet","36.56","378.29","completed","12.06","414.85","2024-01-17 19:16:00","2024-01-17 19:54:00","38.0000000000000000","378.29"
"100404","2884","344","Gulshan","Mirpur","Regular","Dhaka","bike","3.7","card","15.73","304.06","cancelled","12.45","319.79","2024-01-17 20:00:00","2024-01-17 20:49:00","49.0000000000000000","0"
"100405","3961","737","Banani","Gulshan","Regular","Dhaka","car","4.1","card","14.95","87.18","completed","5.07","102.13","2024-01-17 21:12:00","2024-01-17 22:06:00","54.0000000000000000","87.18"
"100406","2919","502","Dhanmondi","Uttara","Premium","Dhaka","bike","4.0","card","15.46","124.26","completed","5.76","139.72","2024-01-17 22:00:00","2024-01-17 23:03:00","63.0000000000000000","124.26"
"100407","1877","787","Dhanmondi","Uttara","Premium","Dhaka","car","4.8","cash","4.90","302.33","completed","14.10","307.23","2024-01-17 23:23:00","2024-01-17 23:51:00","28.0000000000000000","302.33"
"100408","1337","544","Dhanmondi","Uttara","Premium","Dhaka","car","4.3","cash","2.68","68.62","cancelled","3.31","71.30","2024-01-18 00:10:00","2024-01-18 01:03:00","53.0000000000000000","0"
"100409","4777","200","Mirpur","Banani","Regular","Dhaka","bike","3.5","wallet","29.04","4.61","completed","1.59","33.65","2024-01-18 01:02:00","2024-01-18 01:19:00","17.0000000000000000","4.61"
"100410","3869","346","Mirpur","Gulshan","Regular","Dhaka","bike","4.9","wallet","40.53","172.17","completed","7.36","212.70","2024-01-18 02:23:00","2024-01-18 02:45:00","22.0000000000000000","172.17"
"100411","4234","486","Gulshan","Gulshan","Regular","Dhaka","bike","4.9","card","1.81","277.30","completed","12.22","279.11","2024-01-18 03:17:00","2024-01-18 04:15:00","58.0000000000000000","277.30"
"100412","4791","252","Mirpur","Banani","Regular","Dhaka","car","4.6","card","28.33","271.61","completed","11.80","299.94","2024-01-18 04:10:00","2024-01-18 04:27:00","17.0000000000000000","271.61"
"100413","1956","503","Mirpur","Gulshan","Regular","Dhaka","bike","4.4","cash","18.59","438.15","completed","13.87","456.74","2024-01-18 05:20:00","2024-01-18 06:13:00","53.0000000000000000","438.15"
"100414","2704","268","Mirpur","Banani","Regular","Dhaka","car","4.5","cash","44.62","178.43","completed","8.46","223.05","2024-01-18 06:13:00","2024-01-18 06:54:00","41.0000000000000000","178.43"
"100415","1160","560","Gulshan","Dhanmondi","Regular","Dhaka","bike","4.9","card","7.27","73.69","completed","2.40","80.96","2024-01-18 07:20:00","2024-01-18 08:07:00","47.0000000000000000","73.69"
"100416","2603","419","Gulshan","Mirpur","Premium","Dhaka","bike","4.6","card","28.17","225.64","completed","9.24","253.81","2024-01-18 08:23:00","2024-01-18 09:06:00","43.0000000000000000","225.64"
"100417","3848","774","Uttara","Uttara","Regular","Dhaka","car","3.9","cash","48.55","260.64","completed","11.90","309.19","2024-01-18 09:10:00","2024-01-18 09:56:00","46.0000000000000000","260.64"
"100418","1397","784","Uttara","Banani","Regular","Dhaka","car","4.0","wallet","17.25","54.95","completed","2.31","72.20","2024-01-18 10:00:00","2024-01-18 10:29:00","29.0000000000000000","54.95"
"100419","2300","360","Uttara","Banani","Regular","Dhaka","bike","5.0","wallet","37.09","35.06","completed","3.42","72.15","2024-01-18 11:15:00","2024-01-18 11:34:00","19.0000000000000000","35.06"
"100420","1815","288","Uttara","Banani","Regular","Dhaka","car","4.8","cash","44.12","-19.15","completed","1.17","24.97","2024-01-18 12:20:00","2024-01-18 12:42:00","22.0000000000000000","-19.15"
"100421","4987","784","Dhanmondi","Dhanmondi","Regular","Dhaka","car","4.0","cash","9.31","267.94","completed","9.31","277.25","2024-01-18 13:20:00","2024-01-18 13:47:00","27.0000000000000000","267.94"
"100422","2527","788","Dhanmondi","Banani","Regular","Dhaka","car","3.7","wallet","49.63","316.52","completed","13.41","366.15","2024-01-18 14:03:00","2024-01-18 15:01:00","58.0000000000000000","316.52"
"100423","2919","358","Uttara","Mirpur","Premium","Dhaka","bike","4.8","cash","40.47","290.52","completed","10.39","330.99","2024-01-18 15:10:00","2024-01-18 16:05:00","55.0000000000000000","290.52"
"100424","2415","688","Uttara","Mirpur","Regular","Dhaka","bike","4.9","wallet","6.88","490.84","completed","14.75","497.72","2024-01-18 16:14:00","2024-01-18 16:48:00","34.0000000000000000","490.84"
"100425","2158","523","Banani","Uttara","Regular","Dhaka","bike","4.6","wallet","15.54","33.01","cancelled","1.88","48.55","2024-01-18 17:16:00","2024-01-18 17:54:00","38.0000000000000000","0"
"100426","2218","580","Dhanmondi","Dhanmondi","Regular","Dhaka","bike","4.2","cash","31.25","363.58","completed","13.64","394.83","2024-01-18 18:04:00","2024-01-18 18:12:00","8.0000000000000000","363.58"
"100427","1400","301","Banani","Mirpur","Regular","Dhaka","car","4.8","card","44.25","296.88","completed","12.40","341.13","2024-01-18 19:12:00","2024-01-18 19:19:00","7.0000000000000000","296.88"
"100428","1639","693","Banani","Gulshan","Regular","Dhaka","car","4.1","card","9.74","177.77","completed","5.40","187.51","2024-01-18 20:22:00","2024-01-18 20:33:00","11.0000000000000000","177.77"
"100429","4104","218","Mirpur","Gulshan","Regular","Dhaka","car","4.9","card","36.56","438.42","completed","14.63","474.98","2024-01-18 21:15:00","2024-01-18 21:37:00","22.0000000000000000","438.42"
"100430","3735","653","Gulshan","Gulshan","Regular","Dhaka","bike","3.7","card","13.53","155.86","completed","5.03","169.39","2024-01-18 22:09:00","2024-01-18 22:55:00","46.0000000000000000","155.86"
"100431","1459","681","Dhanmondi","Banani","Regular","Dhaka","car","4.1","card","40.27","280.04","cancelled","13.45","320.31","2024-01-18 23:19:00","2024-01-18 23:30:00","11.0000000000000000","0"
"100432","1954","793","Uttara","Banani","Regular","Dhaka","car","5.0","card","34.17","386.90","cancelled","13.33","421.07","2024-01-19 00:20:00","2024-01-19 01:04:00","44.0000000000000000","0"
"100433","4954","596","Uttara","Gulshan","Premium","Dhaka","car","4.6","card","26.15","252.28","completed","11.61","278.43","2024-01-19 01:00:00","2024-01-19 01:27:00","27.0000000000000000","252.28"
"100434","1469","478","Gulshan","Uttara","Regular","Dhaka","car","3.7","cash","32.49","173.15","completed","8.89","205.64","2024-01-19 02:03:00","2024-01-19 02:29:00","26.0000000000000000","173.15"
"100435","4446","564","Dhanmondi","Uttara","Regular","Dhaka","bike","4.3","cash","43.82","47.74","completed","2.68","91.56","2024-01-19 03:09:00","2024-01-19 03:14:00","5.0000000000000000","47.74"
"100436","2045","530","Uttara","Banani","Regular","Dhaka","bike","4.0","card","19.32","152.13","completed","8.45","171.45","2024-01-19 04:23:00","2024-01-19 04:31:00","8.0000000000000000","152.13"
"100437","3797","543","Uttara","Gulshan","Premium","Dhaka","bike","3.7","cash","38.46","168.42","completed","6.00","206.88","2024-01-19 05:07:00","2024-01-19 05:57:00","50.0000000000000000","168.42"
"100438","2693","654","Mirpur","Uttara","Regular","Dhaka","bike","4.3","wallet","7.95","260.92","completed","12.09","268.87","2024-01-19 06:00:00","2024-01-19 07:06:00","66.0000000000000000","260.92"
"100439","3085","264","Banani","Banani","Premium","Dhaka","bike","4.1","card","35.06","339.85","cancelled","11.61","374.91","2024-01-19 07:16:00","2024-01-19 08:12:00","56.0000000000000000","0"
"100440","3277","275","Uttara","Gulshan","Premium","Dhaka","bike","4.2","wallet","37.53","294.38","completed","13.75","331.91","2024-01-19 08:09:00","2024-01-19 09:03:00","54.0000000000000000","294.38"
"100441","4436","342","Dhanmondi","Dhanmondi","Regular","Dhaka","car","4.5","cash","22.15","8.42","completed","1.21","30.57","2024-01-19 09:05:00","2024-01-19 09:52:00","47.0000000000000000","8.42"
"100442","1562","672","Gulshan","Gulshan","Regular","Dhaka","bike","5.0","card","39.68","247.01","completed","12.33","286.69","2024-01-19 10:16:00","2024-01-19 10:49:00","33.0000000000000000","247.01"
"100443","3485","616","Mirpur","Gulshan","Regular","Dhaka","car","3.7","wallet","27.86","379.13","completed","14.14","406.99","2024-01-19 11:00:00","2024-01-19 11:46:00","46.0000000000000000","379.13"
"100444","2799","504","Dhanmondi","Mirpur","Premium","Dhaka","car","4.6","cash","46.81","257.11","completed","12.05","303.92","2024-01-19 12:18:00","2024-01-19 12:48:00","30.0000000000000000","257.11"
"100445","4354","696","Mirpur","Mirpur","Regular","Dhaka","bike","3.5","card","5.62","78.59","cancelled","2.82","84.21","2024-01-19 13:14:00","2024-01-19 13:32:00","18.0000000000000000","0"
"100446","3074","490","Banani","Dhanmondi","Regular","Dhaka","bike","3.9","card","6.54","36.76","completed","2.14","43.30","2024-01-19 14:19:00","2024-01-19 14:32:00","13.0000000000000000","36.76"
"100447","1225","301","Uttara","Dhanmondi","Regular","Dhaka","car","4.8","wallet","42.12","-15.07","completed","1.29","27.05","2024-01-19 15:03:00","2024-01-19 15:54:00","51.0000000000000000","-15.07"
"100448","4348","466","Dhanmondi","Gulshan","Regular","Dhaka","bike","3.9","wallet","42.12","168.53","completed","9.80","210.65","2024-01-19 16:14:00","2024-01-19 16:30:00","16.0000000000000000","168.53"
"100449","1797","202","Gulshan","Uttara","Regular","Dhaka","bike","4.9","wallet","23.56","234.56","completed","9.82","258.12","2024-01-19 17:14:00","2024-01-19 18:00:00","46.0000000000000000","234.56"
"100450","4680","284","Banani","Dhanmondi","Regular","Dhaka","bike","4.8","cash","48.20","429.33","cancelled","14.82","477.53","2024-01-19 18:23:00","2024-01-19 19:18:00","55.0000000000000000","0"
"100451","3331","527","Banani","Gulshan","Regular","Dhaka","car","3.8","wallet","33.97","184.96","completed","6.57","218.93","2024-01-19 19:16:00","2024-01-19 20:11:00","55.0000000000000000","184.96"
"100452","3926","649","Mirpur","Banani","Regular","Dhaka","bike","4.7","wallet","49.14","84.61","cancelled","5.65","133.75","2024-01-19 20:21:00","2024-01-19 20:31:00","10.0000000000000000","0"
"100453","1959","653","Banani","Mirpur","Premium","Dhaka","bike","3.7","wallet","26.62","252.10","completed","9.74","278.72","2024-01-19 21:11:00","2024-01-19 21:35:00","24.0000000000000000","252.10"
"100454","2504","420","Dhanmondi","Uttara","Regular","Dhaka","car","4.4","card","10.08","385.88","cancelled","12.56","395.96","2024-01-19 22:04:00","2024-01-19 22:32:00","28.0000000000000000","0"
"100455","1452","353","Mirpur","Gulshan","Regular","Dhaka","car","4.8","wallet","22.22","321.11","completed","14.11","343.33","2024-01-19 23:20:00","2024-01-19 23:51:00","31.0000000000000000","321.11"
"100456","4067","211","Banani","Banani","Regular","Dhaka","bike","3.7","wallet","49.02","270.87","completed","12.24","319.89","2024-01-20 00:04:00","2024-01-20 00:46:00","42.0000000000000000","270.87"
"100457","4900","332","Gulshan","Mirpur","Premium","Dhaka","bike","4.9","cash","18.52","175.66","cancelled","6.97","194.18","2024-01-20 01:23:00","2024-01-20 01:35:00","12.0000000000000000","0"
"100458","1815","503","Dhanmondi","Banani","Regular","Dhaka","bike","4.4","cash","47.85","169.96","cancelled","9.89","217.81","2024-01-20 02:15:00","2024-01-20 02:20:00","5.0000000000000000","0"
"100459","1658","492","Gulshan","Gulshan","Regular","Dhaka","bike","4.3","wallet","39.85","225.01","cancelled","12.99","264.86","2024-01-20 03:09:00","2024-01-20 04:07:00","58.0000000000000000","0"
"100460","4587","499","Gulshan","Dhanmondi","Regular","Dhaka","bike","5.0","cash","22.11","153.33","completed","7.87","175.44","2024-01-20 04:24:00","2024-01-20 05:17:00","53.0000000000000000","153.33"
"100461","1546","242","Mirpur","Mirpur","Premium","Dhaka","bike","4.0","cash","27.09","91.40","cancelled","4.03","118.49","2024-01-20 05:05:00","2024-01-20 05:58:00","53.0000000000000000","0"
"100462","2215","542","Uttara","Banani","Regular","Dhaka","bike","4.5","cash","30.37","40.96","cancelled","3.38","71.33","2024-01-20 06:21:00","2024-01-20 06:49:00","28.0000000000000000","0"
"100463","4120","525","Mirpur","Dhanmondi","Regular","Dhaka","bike","4.7","card","33.29","-10.44","completed","1.00","22.85","2024-01-20 07:12:00","2024-01-20 08:03:00","51.0000000000000000","-10.44"
"100464","4583","697","Dhanmondi","Uttara","Regular","Dhaka","car","4.7","wallet","3.83","273.42","cancelled","11.06","277.25","2024-01-20 08:12:00","2024-01-20 08:23:00","11.0000000000000000","0"
"100465","1016","563","Dhanmondi","Gulshan","Regular","Dhaka","bike","4.5","wallet","46.68","7.51","completed","2.56","54.19","2024-01-20 09:12:00","2024-01-20 09:35:00","23.0000000000000000","7.51"
"100466","4243","626","Mirpur","Gulshan","Regular","Dhaka","bike","4.5","wallet","29.85","71.03","completed","4.41","100.88","2024-01-20 10:03:00","2024-01-20 10:29:00","26.0000000000000000","71.03"
"100467","2243","220","Uttara","Mirpur","Regular","Dhaka","bike","4.5","cash","46.56","127.51","completed","5.17","174.07","2024-01-20 11:18:00","2024-01-20 12:17:00","59.0000000000000000","127.51"
"100468","3205","606","Mirpur","Banani","Regular","Dhaka","bike","3.9","cash","31.59","147.97","cancelled","8.85","179.56","2024-01-20 12:10:00","2024-01-20 12:49:00","39.0000000000000000","0"
"100469","3524","535","Dhanmondi","Uttara","Premium","Dhaka","bike","3.7","cash","21.55","174.25","completed","6.57","195.80","2024-01-20 13:03:00","2024-01-20 13:37:00","34.0000000000000000","174.25"
"100470","2069","316","Uttara","Mirpur","Regular","Dhaka","car","3.6","card","28.35","240.91","completed","10.45","269.26","2024-01-20 14:16:00","2024-01-20 14:49:00","33.0000000000000000","240.91"
